epoch,train_loss,val_loss,train_rmse,val_rmse,best_val_rmse_so_far,best_epoch_so_far
1,17.709638355333034,45.27845636197084,4.208282114513359,6.728926835831316,6.728926835831316,1
2,4.299744766447083,121.82826587157197,2.073582592145074,11.037584240746341,6.728926835831316,1
3,2.0222343660945015,74.18070296233273,1.422052870358378,8.612822009210031,6.728926835831316,1
4,1.4339464355739346,37.31177544129414,1.1974750250313928,6.1083365527199085,6.1083365527199085,4
5,1.1091452804095085,27.281078618175506,1.0531596652025317,5.223129197921061,5.223129197921061,5
6,0.9091894382990896,19.894428802594312,0.9535142569983365,4.460317119061639,4.460317119061639,6
7,0.8080051025766163,13.430080428584478,0.8988910404362791,3.664707413775959,3.664707413775959,7
8,0.7566973364967143,11.320999401846809,0.8698835189246399,3.3646692856574787,3.3646692856574787,8
9,0.7049667392605078,11.602372244271494,0.8396229744715825,3.4062255128325685,3.3646692856574787,8
10,0.6701533978490818,11.808161180816104,0.8186289744744452,3.4363005079323465,3.3646692856574787,8
11,0.6630117469274807,11.62001616587004,0.8142553327596207,3.4088144809992285,3.3646692856574787,8
12,0.6634566872441809,12.191916063484312,0.8145285060967363,3.491692435407837,3.3646692856574787,8
13,0.6511978643872147,13.768699161021209,0.8069683168422505,3.7106197812523463,3.3646692856574787,8
14,0.6707469205314605,15.549725487495525,0.818991404430755,3.943314023444687,3.3646692856574787,8
15,0.6623243407944516,17.594535287902282,0.813833116059092,4.194584042298149,3.3646692856574787,8
16,0.6803371650041461,15.303879536867486,0.8248255361009055,3.912017323180904,3.3646692856574787,8
17,0.6816369842678969,14.009646595746487,0.8256130959886094,3.742946245372285,3.3646692856574787,8
18,0.6478786969942952,15.067327124865749,0.8049091234383514,3.881665509142403,3.3646692856574787,8
19,0.6362081852869585,16.033125657593793,0.7976265951477286,4.004138566232916,3.3646692856574787,8
20,0.6796480609218661,14.595767637838772,0.8244077030946921,3.820440764864543,3.3646692856574787,8
21,0.6918437593966854,14.471778387461518,0.8317714586331304,3.804179068795463,3.3646692856574787,8
22,0.7085430737759953,14.659507781322384,0.8417500066979479,3.828773665460311,3.3646692856574787,8
23,0.6976511841939806,14.583566440071076,0.8352551611298075,3.8188435998442087,3.3646692856574787,8
24,0.6817429687167699,15.59497604122941,0.8256772787940636,3.949047485309516,3.3646692856574787,8
25,0.7265673463358905,14.235121269950422,0.8523891988615825,3.772945967006475,3.3646692856574787,8
26,0.7283899604492143,14.612053214373983,0.8534576500619198,3.822571544703118,3.3646692856574787,8
27,0.7501505661153086,14.694655508755456,0.8661123288092074,3.833360863362,3.3646692856574787,8
28,0.7344708449027677,14.878991881738921,0.857012744889344,3.8573296309414524,3.3646692856574787,8
29,0.7302483214157341,14.408088337741248,0.8545456812925416,3.795798774664069,3.3646692856574787,8
30,0.7149803423845348,14.728616746910836,0.8455651023927931,3.8377880018196464,3.3646692856574787,8
31,0.7452073818345344,14.737712752051529,0.863253949793764,3.838972877222699,3.3646692856574787,8
32,0.7152543641206207,15.255453240444332,0.845727121547264,3.9058229914378266,3.3646692856574787,8
33,0.7860659227389167,14.26739155076713,0.8866035882732016,3.777220082384283,3.3646692856574787,8
34,0.7586362115070572,14.636241281071884,0.8709972511478191,3.8257340839467506,3.3646692856574787,8
35,0.7863595987351694,13.960142113769146,0.8867691913543058,3.7363273563446158,3.3646692856574787,8
36,0.8643671133933889,13.159518919495142,0.9297134576811228,3.6276051217704417,3.3646692856574787,8
37,0.7413884505229021,14.504771316352116,0.8610391689829808,3.8085130059318577,3.3646692856574787,8
38,0.8395723950826507,13.180841235401944,0.916281831688619,3.630542829302795,3.3646692856574787,8
