epoch,train_loss,val_loss,train_rmse,val_rmse,best_val_rmse_so_far,best_epoch_so_far
1,1.0571945262117277,1.8556986292690993,1.0281996528941875,1.3622402979170376,1.3622402979170376,1
2,0.7285402978746348,1.4301478853946734,0.853545721021806,1.1958879067014072,1.1958879067014072,2
3,0.6803448628311223,1.7062751805535266,0.8248302024241851,1.3062446863254704,1.1958879067014072,2
4,0.6453278279813484,1.6753278105175036,0.8033229910698114,1.2943445486104168,1.1958879067014072,2
5,0.7032084690483307,1.7773620569000173,0.8385752614096904,1.3331774288893499,1.1958879067014072,2
6,0.7094912206571169,2.018229825313074,0.8423130182165754,1.4206441585819702,1.1958879067014072,2
7,0.7752525563998364,1.6787777092611977,0.8804842737947319,1.2956765449992516,1.1958879067014072,2
8,0.851713045703097,1.471819501765213,0.9228830075925643,1.2131856831356085,1.1958879067014072,2
9,0.8828216203327659,1.548336615633771,0.9395858770398616,1.2443217492408347,1.1958879067014072,2
10,0.9517666201632168,1.4305990301103146,0.9755852705751644,1.1960765151570842,1.1958879067014072,2
11,1.0106483795625358,1.4711673562525656,1.0053100912467436,1.2129168793666636,1.1958879067014072,2
12,0.9839754105952433,1.4626730226161986,0.9919553470772983,1.2094101961767143,1.1958879067014072,2
13,1.124131551447571,1.486636177095824,1.0602507021679217,1.2192769074725496,1.1958879067014072,2
14,1.2381240862300664,1.5066677984767802,1.1127102436079512,1.227463970337533,1.1958879067014072,2
15,1.2373728147624927,1.362667299712915,1.1123726060823742,1.1673334141165133,1.1673334141165133,15
16,1.2685538524597237,1.4137009801606382,1.1263009599834868,1.188991581198386,1.1673334141165133,15
17,1.2767605119249839,1.380073169261507,1.1299382779271547,1.1747651549401297,1.1673334141165133,15
18,1.2683367979753526,1.3993343038189898,1.126204598629997,1.1829346151918076,1.1673334141165133,15
19,1.2113833188039824,1.387257527022995,1.100628601665422,1.177818970395279,1.1673334141165133,15
20,1.2933986114667038,1.3107167318937596,1.1372768402929445,1.1448653771923403,1.1448653771923403,20
21,1.2671061689797132,1.24293034248138,1.125658104834551,1.1148678587533951,1.1148678587533951,21
22,1.3440777133802975,1.2835222006921603,1.1593436562901862,1.1329263880288782,1.1148678587533951,21
23,1.2909713351041538,1.218349524888094,1.1362091951327247,1.103788713879651,1.103788713879651,23
24,1.2913308292064165,1.1922743220447585,1.136367383026465,1.0919131476654902,1.0919131476654902,24
25,1.3632579831650076,1.2030669099676476,1.1675863921633411,1.0968440682100842,1.0919131476654902,24
26,1.3060869619311446,1.1905925175342742,1.1428416171679892,1.0911427576326913,1.0911427576326913,26
27,1.3825398179506738,1.2246991330707269,1.1758145338235422,1.1066612548882007,1.0911427576326913,26
28,1.3296970881613086,1.1714084207847955,1.1531249230509713,1.0823162295673088,1.0823162295673088,28
29,1.3107357603646757,1.1771518971612394,1.1448736875152103,1.0849663115328694,1.0823162295673088,28
30,1.3952923125859278,1.1622829894122422,1.1812249204050547,1.0780922916950302,1.0780922916950302,30
31,1.2741332521272,1.128200193128534,1.1287751114049247,1.0621676859745517,1.0621676859745517,31
32,1.2761948135209296,1.1234236257078019,1.1296879274918934,1.0599168013140474,1.0599168013140474,32
33,1.3102756341514732,1.1241968543899619,1.1446727192309045,1.0602814977117925,1.0599168013140474,32
34,1.2737380846486763,1.1268397458130501,1.1286000552226978,1.0615270819969926,1.0599168013140474,32
35,1.2959115725711392,1.142770664258272,1.138381119208826,1.0690045202234983,1.0599168013140474,32
36,1.2673875810173985,1.1616938611530383,1.1257830967896962,1.077819029871452,1.0599168013140474,32
37,1.201598926878256,1.0953449652588085,1.0961746789988611,1.0465872946194257,1.0465872946194257,37
38,1.115426263718278,1.061538846155344,1.0561374265304104,1.0303100728204806,1.0303100728204806,38
39,1.2795128625250907,1.1083477019042718,1.1311555430289375,1.052780937281955,1.0303100728204806,38
40,1.286545454518794,1.1282821595431891,1.1342598708050964,1.062206269772114,1.0303100728204806,38
41,1.1142728632434098,1.0919360161769243,1.0555912387109936,1.0449574231407346,1.0303100728204806,38
42,1.1428787272812293,1.0964558093096939,1.0690550627920103,1.047117858366332,1.0303100728204806,38
43,1.0287062892209764,1.034353255295842,1.0142515906918639,1.0170315901169649,1.0170315901169649,43
44,1.1922104283084323,1.0547686314620512,1.091883889572711,1.02701929459093,1.0170315901169649,43
45,1.1974019664265232,1.0821368185929614,1.0942586378121597,1.040258053846718,1.0170315901169649,43
46,1.1194780434696194,1.0572822580790295,1.0580538944069056,1.0282423148650466,1.0170315901169649,43
47,1.2708318721907348,1.0979923838493753,1.127311790140924,1.0478513176254423,1.0170315901169649,43
48,1.1503660475365005,1.0201850225898659,1.072551186441235,1.010042089514029,1.010042089514029,48
49,1.100577587209796,1.0156913589970153,1.049084165932265,1.0078151412818799,1.0078151412818799,49
50,1.1085114772326246,0.9986917427472793,1.0528587166532006,0.9993456572914495,0.9993456572914495,50
51,1.0358522202642368,0.9997975136764073,1.0177682546946711,0.9998987517125958,0.9993456572914495,50
52,1.0615049346187688,0.9937489410205487,1.0302936157323157,0.9968695707165249,0.9968695707165249,52
53,1.0546893797886427,0.9689579594942029,1.026980710524128,0.9843566221112158,0.9843566221112158,53
54,1.0336304986591653,0.9886544695808449,1.0166762014816544,0.9943110527299015,0.9843566221112158,53
55,1.1020162670516431,1.0181035132448237,1.0497696257044415,1.009011156154789,0.9843566221112158,53
56,1.0242183918015726,0.953647388143653,1.0120367541752486,0.9765487126322235,0.9765487126322235,56
57,1.0004342470754852,0.9543903567595479,1.0002170999715438,0.9769290438714308,0.9765487126322235,56
58,0.9502858935600688,0.8880250407200365,0.9748260837503625,0.94235080554963,0.94235080554963,58
59,0.8783118104368279,0.8867740395573598,0.9371829119423956,0.9416868054493276,0.9416868054493276,59
60,0.886285680131341,0.908050658456974,0.9414274693949295,0.9529169210676102,0.9416868054493276,59
61,1.0769281303920262,0.9566877728977742,1.0377514781449488,0.9781041728250495,0.9416868054493276,59
62,0.942249817081375,0.9191320124062597,0.9706955326369722,0.9587137280785436,0.9416868054493276,59
63,0.9784999164978645,0.9131333597199559,0.9891915469199403,0.955580116850469,0.9416868054493276,59
64,0.863894877557937,0.8788212974905196,0.9294594544991928,0.9374546909000561,0.9374546909000561,64
65,0.8523690006706524,0.8526287332936094,0.9232383227913865,0.923378975986355,0.923378975986355,65
66,0.8549795025333008,0.8693482405731712,0.9246510166183244,0.9323884601244115,0.923378975986355,65
67,0.913864015035648,0.8948145682142435,0.9559623502186935,0.9459463876003986,0.923378975986355,65
68,0.9084694396844242,0.8831128871559246,0.9531366322224869,0.9397408617038661,0.923378975986355,65
69,0.918101613572755,0.8810746288155196,0.9581761912992595,0.9386557562895567,0.923378975986355,65
