Type_of_Security,spread,predicted_cpr_mean,dCPR_dspread
30yr TBA Eligible,0.139943037974684,0.6193759130502103,0.6502392432804376
30yr TBA Eligible,0.20522784810126593,0.661999852528956,0.658068239794213
30yr TBA Eligible,0.27051265822784787,0.7052996332208088,0.6810271736596434
30yr TBA Eligible,0.3357974683544307,0.7509213119757818,0.7267234382691283
30yr TBA Eligible,0.40108227848101263,0.8001876365846831,0.7718288016306403
30yr TBA Eligible,0.46636708860759546,0.8516987055051498,0.8026281829924011
30yr TBA Eligible,0.5316518987341774,0.9049864936424884,0.7827848344189814
30yr TBA Eligible,0.5969367088607593,0.953906624075172,0.7326954404138597
30yr TBA Eligible,0.6622215189873422,1.0006542590585514,0.7046476891209803
30yr TBA Eligible,0.7275063291139241,1.0459122052559686,0.6771664620337443
30yr TBA Eligible,0.7927911392405069,1.0890716268544767,0.6659012909176916
30yr TBA Eligible,0.8580759493670889,1.1328586839371837,0.670641360045547
30yr TBA Eligible,0.9233607594936708,1.176637014561689,0.6450032681293489
30yr TBA Eligible,0.9886455696202536,1.217076515718883,0.5847395316253081
30yr TBA Eligible,1.0539303797468356,1.2529862331530188,0.523037324222198
30yr TBA Eligible,1.1192151898734175,1.2853693005208062,0.4858198723294471
30yr TBA Eligible,1.1844999999999999,1.3164195493945159,0.4756121494955035
