Type_of_Security,spread,predicted_cpr_mean,predicted_cpr_p25,predicted_cpr_p75,dCPR_dspread,n_obs
30yr TBA Eligible,-1.2963227848101266,0.36430744819848543,0.31711890574597223,0.4146078017963656,0.03434577463809907,14544
30yr TBA Eligible,-1.2310379746835443,0.3717064028556555,0.277382099363932,0.45650428604664395,0.1789691786162284,14544
30yr TBA Eligible,-1.1657531645569619,0.3876753858874272,0.24647101807725447,0.5072268921136769,0.2963289331205856,14544
30yr TBA Eligible,-1.10046835443038,0.41039795912323557,0.2270157318345789,0.5478631879492823,0.387481668167839,14544
30yr TBA Eligible,-1.0351835443037976,0.43826872015516477,0.2091102738969064,0.5915924936812922,0.454753352454385,14544
30yr TBA Eligible,-0.9698987341772152,0.4697749316620582,0.19682740288348155,0.631235925799567,0.49922504085355746,14544
30yr TBA Eligible,-0.9046139240506328,0.5034523441602844,0.1882205450180363,0.6718032449730238,0.5216863223385326,14544
30yr TBA Eligible,-0.8393291139240504,0.5378913166610705,0.18234073068706946,0.7119991240352674,0.5232578732199067,14544
30yr TBA Eligible,-0.7740443037974685,0.5717739259610859,0.17868699969297852,0.7504264368098146,0.5057403673439147,14544
30yr TBA Eligible,-0.7087594936708861,0.6039256443718614,0.17796862704775318,0.7867311451445924,0.47173324329763044,14544
30yr TBA Eligible,-0.6434746835443037,0.6333679563992513,0.18030686443493704,0.8206014300153774,0.42456971940245847,14544
30yr TBA Eligible,-0.5781898734177213,0.6593615514052331,0.18396937107599542,0.85177316991637,0.36812118318467757,14544
30yr TBA Eligible,-0.5129050632911394,0.6814333994948201,0.1896819456504495,0.8800337806786462,0.3065272893164144,14544
30yr TBA Eligible,-0.447620253164557,0.6993847031685093,0.19748071856189597,0.9052244028611711,0.2439049209507198,14544
30yr TBA Eligible,-0.3823354430379746,0.7132799724012336,0.2068764731695122,0.9272404928220568,0.18407999018625087,14544
30yr TBA Eligible,-0.31705063291139224,0.7234199575833343,0.21926532103935248,0.9460309335508343,0.13037303007168433,14544
30yr TBA Eligible,-0.25176582278480986,0.7303027294289479,0.23442237037497593,0.9615958292609084,0.08545529895548576,14544
30yr TBA Eligible,-0.18648101265822792,0.7345778235165726,0.2522986114616099,0.973983182576621,0.05127894870790328,14544
30yr TBA Eligible,-0.12119620253164554,0.7369982022887205,0.2733099032520059,0.9832846748131896,0.02907423291677702,14544
30yr TBA Eligible,-0.055911392405063154,0.7383740350676682,0.29719600195083906,0.9896307790117409,0.019399505389613658,14544
30yr TBA Eligible,0.009373417721519228,0.7395311883405415,0.3246314748664214,0.9939381976386108,0.022225995022320255,14544
30yr TBA Eligible,0.07465822784810117,0.7412760747974811,0.35532278450242094,1.001102864649983,0.0370386890446488,14544
30yr TBA Eligible,0.139943037974684,0.7443673159037764,0.39152981305230483,0.9989225493190701,0.06293647478346198,14544
30yr TBA Eligible,0.20522784810126593,0.7494936664100306,0.43356916837493653,0.993434775031532,0.09871821429583516,14544
30yr TBA Eligible,0.27051265822784787,0.7572569156564539,0.4730074755163516,0.9929893297229819,0.14294589971732297,14544
30yr TBA Eligible,0.3357974683544307,0.7681580582528684,0.5215925405246291,0.9904956367516871,0.1939808187614558,14544
30yr TBA Eligible,0.40108227848101263,0.7825849174985351,0.5805356480807156,0.9665036988811604,0.24999328523148012,14544
30yr TBA Eligible,0.46636708860759546,0.800799586571384,0.6488647840293016,0.9437505341765656,0.30895067862102366,14544
30yr TBA Eligible,0.5316518987341774,0.8229244902830396,0.7108079829572511,0.9406149340576486,0.36859215019136116,14544
30yr TBA Eligible,0.5969367088607593,0.8489265236501672,0.7705879241306834,0.9346193494290778,0.426401311652004,14544
30yr TBA Eligible,0.6622215189873422,0.8785995476208933,0.7888965730046826,0.9498574710766761,0.47959041866341856,14544
30yr TBA Eligible,0.7275063291139241,0.9115464624921059,0.8094894578274614,1.0281452278444791,0.5251107831695343,14544
30yr TBA Eligible,0.7927911392405069,0.9471630631701814,0.7782769578389415,1.069085765765243,0.559704048337319,14544
30yr TBA Eligible,0.8580759493670889,0.9846268075376686,0.7956570826946785,1.1125944425586454,0.5800070822061594,14544
30yr TBA Eligible,0.9233607594936708,1.0228943676379851,0.7829246536240841,1.195494133705255,0.5827191260124351,14544
30yr TBA Eligible,0.9886455696202536,1.0607122225353682,0.781253780422364,1.2533573749459097,0.5648331575056362,14544
30yr TBA Eligible,1.0539303797468356,1.096644418519892,0.7812986570868818,1.3169555581393322,0.5240769683451028,14544
30yr TBA Eligible,1.1192151898734175,1.1291407532756177,0.7828219175159745,1.36885011158433,0.46323146461689824,14544
30yr TBA Eligible,1.1844999999999999,1.1571283749442378,0.7771593842540558,1.4149574544470855,0.42870036099292025,14544
