month,cf_down,cf_base,cf_up
328,0.10217564513550112,0.02086158276838719,0.0012115281678584105
329,0.10209038648677078,0.020674099756195278,0.0011930753152179572
330,0.10302650859214693,0.020903087017369724,0.0011975482690131662
331,0.10285510336866688,0.02092197727078807,0.0011911674472707076
332,0.10209479768176984,0.020457274347057876,0.001145031757825998
333,0.10130991941284233,0.020448672845746533,0.0011407890261067569
334,0.1003415762026282,0.02002875355995882,0.0011335783157127692
335,0.09964125807600545,0.01983198807431219,0.00112698819663288
336,0.09912424734658988,0.01967245755155592,0.0011052480989493575
337,0.09893783618760287,0.019834933365449222,0.0011294742859957044
338,0.09829022419319636,0.01947678537015555,0.0010968977248446213
339,0.09805637386319693,0.019486230416263732,0.001102260162395723
340,0.09749064328497498,0.019134338860319105,0.0010676802743590052
341,0.09722873493301852,0.01895258159995647,0.0010441151975435165
342,0.096589280857619,0.01862844826763186,0.0010167607966102522
343,0.09615505509091267,0.018450683205224604,0.001008929002044211
344,0.09584960097620537,0.018412524852986615,0.001012228177969123
345,0.09546617306405203,0.01827302984492246,0.001004696632396825
346,0.09523849807309931,0.01815886373359486,0.0009871070985252323
347,0.09442326957978305,0.01782560848636578,0.000980270957733821
348,0.09406476927276032,0.01758973832622674,0.000963720026619019
349,0.09336796783953391,0.017239369242303987,0.0009229522896920933
350,0.09317769360793592,0.017163461188210754,0.0008992861353724098
351,0.09266640099709873,0.01697300356310617,0.0008985491380991066
352,0.09200892169409883,0.016677933831540332,0.0008846888387677776
353,0.09161295301825675,0.01648915339372201,0.0008705429485266813
354,0.09130318180711336,0.01633754786834388,0.0008574418372349974
355,0.09099839544534204,0.016177118669589083,0.0008367253224180356
356,0.09065925186931201,0.01605715247679422,0.0008259244419462186
357,0.09036535550444731,0.015947792513124483,0.0008175045569390793
358,0.09012795601052588,0.015863123717239396,0.0008087412380246023
359,0.08986048372266478,0.01574693364061616,0.0007947565125056558
360,0.08957871236131695,0.015629261764949248,0.0007822629529365373
