Type_of_Security,spread,model_name,curve_family,slice_name,predicted_cpr_mean,predicted_cpr_p25,predicted_cpr_p75,n_obs
15yr TBA Eligible,-0.12399367088607605,M1,loan_age_slice,high_loan_age,0.5070519909573582,0.47047914426823767,0.5491563843467939,15315
15yr TBA Eligible,-0.050037974683544206,M1,loan_age_slice,high_loan_age,0.5167527364450815,0.4834189688998958,0.5573825547627864,15315
15yr TBA Eligible,0.02391772151898719,M1,loan_age_slice,high_loan_age,0.525232717454906,0.49590982694798225,0.563395654237675,15315
15yr TBA Eligible,0.09787341772151903,M1,loan_age_slice,high_loan_age,0.5325248272315923,0.5082441028971374,0.5668054157975,15315
15yr TBA Eligible,0.17182911392405087,M1,loan_age_slice,high_loan_age,0.5387096185566025,0.5185108369050284,0.568207950518973,15315
15yr TBA Eligible,0.24578481012658226,M1,loan_age_slice,high_loan_age,0.5438793185321171,0.525135731154347,0.566870369681105,15315
15yr TBA Eligible,0.3197405063291141,M1,loan_age_slice,high_loan_age,0.5481349967694219,0.5248757461014053,0.5725985785250298,15315
15yr TBA Eligible,0.3936962025316455,M1,loan_age_slice,high_loan_age,0.551583969871543,0.5265886929785579,0.5730717605255009,15315
15yr TBA Eligible,0.46765189873417734,M1,loan_age_slice,high_loan_age,0.5543375082136857,0.5251794849988167,0.5748787757192897,15315
15yr TBA Eligible,0.5416075949367087,M1,loan_age_slice,high_loan_age,0.5565088879010708,0.5220901781996634,0.5817708871800442,15315
15yr TBA Eligible,0.6155632911392406,M1,loan_age_slice,high_loan_age,0.5582118106030208,0.5221258543732454,0.5879821301666643,15315
15yr TBA Eligible,0.6895189873417724,M1,loan_age_slice,high_loan_age,0.5595591974074948,0.5221738935760389,0.593934624776471,15315
15yr TBA Eligible,0.7634746835443043,M1,loan_age_slice,high_loan_age,0.5606623502199426,0.5217524468325019,0.5980429050367553,15315
15yr TBA Eligible,0.8374303797468352,M1,loan_age_slice,high_loan_age,0.5616304655522373,0.5207617482100746,0.6022717667769406,15315
15yr TBA Eligible,0.911386075949367,M1,loan_age_slice,high_loan_age,0.5625704806111373,0.5190035455022501,0.6052293638201034,15315
15yr TBA Eligible,0.9853417721518989,M1,loan_age_slice,high_loan_age,0.5635872300739538,0.5163979746706904,0.6075548129798047,15315
15yr TBA Eligible,1.0592974683544307,M1,loan_age_slice,high_loan_age,0.5647939067320767,0.5145176414625641,0.6121312928159428,15315
15yr TBA Eligible,1.1332531645569617,M1,loan_age_slice,high_loan_age,0.5663519128382807,0.5127660606410234,0.61505503741075,15315
15yr TBA Eligible,1.2072088607594935,M1,loan_age_slice,high_loan_age,0.568439580850839,0.5109917618576265,0.6205000297490715,15315
15yr TBA Eligible,1.2811645569620254,M1,loan_age_slice,high_loan_age,0.5712393942784286,0.5117228151802711,0.625501541386686,15315
15yr TBA Eligible,1.3551202531645572,M1,loan_age_slice,high_loan_age,0.5749401633651308,0.5125446819491231,0.6318187676365272,15315
15yr TBA Eligible,1.429075949367089,M1,loan_age_slice,high_loan_age,0.57973985105906,0.5157336790032718,0.6385319580017756,15315
15yr TBA Eligible,1.50303164556962,M1,loan_age_slice,high_loan_age,0.5858491200246543,0.5190434922810128,0.6481369436218798,15315
15yr TBA Eligible,1.5769873417721518,M1,loan_age_slice,high_loan_age,0.5934957072855139,0.5240705909711263,0.6575373957993569,15315
15yr TBA Eligible,1.6509430379746837,M1,loan_age_slice,high_loan_age,0.6029297752486629,0.531221898031975,0.6678870881194343,15315
15yr TBA Eligible,1.7248987341772155,M1,loan_age_slice,high_loan_age,0.614430441997179,0.5409338165643818,0.68082311012444,15315
15yr TBA Eligible,1.7988544303797465,M1,loan_age_slice,high_loan_age,0.6283137635536012,0.5531790485018173,0.6960694811436463,15315
15yr TBA Eligible,1.8728101265822783,M1,loan_age_slice,high_loan_age,0.6449425315024347,0.5685467883057016,0.7144373319421304,15315
15yr TBA Eligible,1.9467658227848101,M1,loan_age_slice,high_loan_age,0.6647383681455173,0.587601833001683,0.7364921755163456,15315
15yr TBA Eligible,2.020721518987342,M1,loan_age_slice,high_loan_age,0.688196758307354,0.6105564289449861,0.7595244315641625,15315
15yr TBA Eligible,2.094677215189874,M1,loan_age_slice,high_loan_age,0.7159058660284181,0.6371602685557032,0.7867170762935083,15315
15yr TBA Eligible,2.1686329113924048,M1,loan_age_slice,high_loan_age,0.7485702652882197,0.6691764628605767,0.8211808147904676,15315
15yr TBA Eligible,2.2425886075949366,M1,loan_age_slice,high_loan_age,0.7870410941241839,0.7069717474824766,0.8591218040293946,15315
15yr TBA Eligible,2.3165443037974685,M1,loan_age_slice,high_loan_age,0.8323546599157227,0.7541690567742232,0.9035664076487704,15315
15yr TBA Eligible,2.3905000000000003,M1,loan_age_slice,high_loan_age,0.8857822352835492,0.8094275483885194,0.9582668074501477,15315
15yr TBA Eligible,-3.452,M1,loan_age_slice,low_loan_age,0.07521959180796114,0.06728900278083483,0.08254117244362869,15443
15yr TBA Eligible,-3.378044303797468,M1,loan_age_slice,low_loan_age,0.07853710328160325,0.07064319080888337,0.0858744819583368,15443
15yr TBA Eligible,-3.3040886075949367,M1,loan_age_slice,low_loan_age,0.08181019183536134,0.07389681979491636,0.0891013150905895,15443
15yr TBA Eligible,-3.230132911392405,M1,loan_age_slice,low_loan_age,0.08503104904605184,0.0770622526787279,0.09239046571459797,15443
15yr TBA Eligible,-3.1561772151898735,M1,loan_age_slice,low_loan_age,0.08819322654853329,0.08017483284762372,0.09569394916996155,15443
15yr TBA Eligible,-3.0822215189873416,M1,loan_age_slice,low_loan_age,0.09129171750909548,0.08312344829068952,0.09874278278129145,15443
15yr TBA Eligible,-3.0082658227848103,M1,loan_age_slice,low_loan_age,0.09432301520482816,0.08594190824564585,0.10178729589207514,15443
15yr TBA Eligible,-2.9343101265822784,M1,loan_age_slice,low_loan_age,0.09728514994954714,0.08878600848929441,0.10498708841987225,15443
15yr TBA Eligible,-2.860354430379747,M1,loan_age_slice,low_loan_age,0.10017770618915456,0.09164586908873007,0.10799524786613279,15443
15yr TBA Eligible,-2.786398734177215,M1,loan_age_slice,low_loan_age,0.10300182207427168,0.09428716726618269,0.1110336497576414,15443
15yr TBA Eligible,-2.7124430379746833,M1,loan_age_slice,low_loan_age,0.10576017420173167,0.09696939402117355,0.11383389663132126,15443
15yr TBA Eligible,-2.638487341772152,M1,loan_age_slice,low_loan_age,0.10845695050057416,0.09946314517789157,0.11675659553403994,15443
15yr TBA Eligible,-2.56453164556962,M1,loan_age_slice,low_loan_age,0.1110978144283239,0.1019798217391954,0.11961277723756547,15443
15yr TBA Eligible,-2.4905759493670887,M1,loan_age_slice,low_loan_age,0.11368986374996846,0.1044078392545833,0.12241019138939935,15443
15yr TBA Eligible,-2.416620253164557,M1,loan_age_slice,low_loan_age,0.11624158720714671,0.10675543071125837,0.1251580963592902,15443
15yr TBA Eligible,-2.342664556962025,M1,loan_age_slice,low_loan_age,0.11876282236417239,0.10903252304691469,0.12786721446065297,15443
15yr TBA Eligible,-2.2687088607594936,M1,loan_age_slice,low_loan_age,0.12126471785635402,0.11125065203511086,0.13052709822526376,15443
15yr TBA Eligible,-2.1947531645569622,M1,loan_age_slice,low_loan_age,0.12375970318186337,0.11342288386034793,0.13321907234886687,15443
15yr TBA Eligible,-2.1207974683544304,M1,loan_age_slice,low_loan_age,0.12626146908819136,0.11571569141166638,0.13589027028099165,15443
15yr TBA Eligible,-2.0468417721518986,M1,loan_age_slice,low_loan_age,0.12878496152497118,0.11787631768003237,0.13880225132169022,15443
15yr TBA Eligible,-1.9728860759493672,M1,loan_age_slice,low_loan_age,0.13134639208324358,0.12022956483904723,0.14157872345530453,15443
15yr TBA Eligible,-1.8989303797468353,M1,loan_age_slice,low_loan_age,0.13396326783364892,0.12240589495023935,0.1444997419580374,15443
15yr TBA Eligible,-1.8249746835443037,M1,loan_age_slice,low_loan_age,0.13665444352826808,0.12468521899807739,0.14751471419783835,15443
15yr TBA Eligible,-1.751018987341772,M1,loan_age_slice,low_loan_age,0.13944019925924345,0.12711107446956582,0.150468025204753,15443
15yr TBA Eligible,-1.6770632911392405,M1,loan_age_slice,low_loan_age,0.14234234688854805,0.1298076578883478,0.15376334214842746,15443
15yr TBA Eligible,-1.6031075949367088,M1,loan_age_slice,low_loan_age,0.1453843688953072,0.1324785829314279,0.15728521844209364,15443
15yr TBA Eligible,-1.5291518987341772,M1,loan_age_slice,low_loan_age,0.14859159374945313,0.13530645021921917,0.16095064617709376,15443
15yr TBA Eligible,-1.4551962025316456,M1,loan_age_slice,low_loan_age,0.1519914125366676,0.13805799196247026,0.1647944217239461,15443
15yr TBA Eligible,-1.3812405063291138,M1,loan_age_slice,low_loan_age,0.1556135423558143,0.14142500230426291,0.1689265383426508,15443
15yr TBA Eligible,-1.3072848101265824,M1,loan_age_slice,low_loan_age,0.15949034302018272,0.14474168468970872,0.1733615015110046,15443
15yr TBA Eligible,-1.2333291139240505,M1,loan_age_slice,low_loan_age,0.16365719485720182,0.14836422994631837,0.17787213376626587,15443
15yr TBA Eligible,-1.1593734177215191,M1,loan_age_slice,low_loan_age,0.16815294696908492,0.15243534277424864,0.18265958508091318,15443
15yr TBA Eligible,-1.0854177215189873,M1,loan_age_slice,low_loan_age,0.17302044725128432,0.1566670165318529,0.18828622913961146,15443
15yr TBA Eligible,-1.0114620253164555,M1,loan_age_slice,low_loan_age,0.1783071678463175,0.16136381618060414,0.19427897714057174,15443
15yr TBA Eligible,-0.9375063291139241,M1,loan_age_slice,low_loan_age,0.18406594263731338,0.1665048531586888,0.2004873395526796,15443
15yr TBA Eligible,-0.8635506329113922,M1,loan_age_slice,low_loan_age,0.1903558369847633,0.17215835241907174,0.2072912804385596,15443
15yr TBA Eligible,-0.7895949367088608,M1,loan_age_slice,low_loan_age,0.19724317434234198,0.1783319246009274,0.2147522187821882,15443
15yr TBA Eligible,-0.715639240506329,M1,loan_age_slice,low_loan_age,0.20480274985615804,0.18518448457714998,0.2229938185941749,15443
15yr TBA Eligible,-0.6416835443037976,M1,loan_age_slice,low_loan_age,0.21311926781683566,0.19280824934237994,0.23211218274263867,15443
15yr TBA Eligible,-0.5677278481012658,M1,loan_age_slice,low_loan_age,0.22228904822577494,0.20108975789139283,0.24220684938556225,15443
15yr TBA Eligible,-0.49377215189873436,M1,loan_age_slice,low_loan_age,0.23242205818006492,0.21043406918035412,0.2529826279050851,15443
15yr TBA Eligible,-0.4198164556962025,M1,loan_age_slice,low_loan_age,0.24364433681894082,0.22080413215995742,0.2647488737041459,15443
15yr TBA Eligible,-0.3458607594936707,M1,loan_age_slice,low_loan_age,0.25610089890783866,0.23241538531113548,0.2783377669914433,15443
15yr TBA Eligible,-0.2719050632911393,M1,loan_age_slice,low_loan_age,0.2699592226689006,0.24544548915337305,0.2928893653694087,15443
15yr TBA Eligible,-0.19794936708860744,M1,loan_age_slice,low_loan_age,0.28541345336869295,0.2598659396823244,0.3091389514302323,15443
15yr TBA Eligible,-0.12399367088607605,M1,loan_age_slice,low_loan_age,0.30268948696621495,0.27600179793654256,0.32707033205872094,15443
15yr TBA Eligible,-0.050037974683544206,M1,loan_age_slice,low_loan_age,0.32205113978783245,0.2940286374484957,0.34751401940906756,15443
15yr TBA Eligible,0.02391772151898719,M1,loan_age_slice,low_loan_age,0.3437705252414083,0.31488377063531026,0.3703867560917562,15443
15yr TBA Eligible,0.09787341772151903,M1,loan_age_slice,low_loan_age,0.3680042442945411,0.3388419521369368,0.3956691739601892,15443
15yr TBA Eligible,0.17182911392405087,M1,loan_age_slice,low_loan_age,0.3948700519664422,0.3652995810176751,0.42419924928105424,15443
15yr TBA Eligible,0.24578481012658226,M1,loan_age_slice,low_loan_age,0.42447199855686063,0.3957448797725971,0.45613928537834303,15443
15yr TBA Eligible,0.3197405063291141,M1,loan_age_slice,low_loan_age,0.45689147395601665,0.4296406908379069,0.4919987201207121,15443
15yr TBA Eligible,0.3936962025316455,M1,loan_age_slice,low_loan_age,0.49217683961321035,0.46202703806280665,0.5303926537684744,15443
15yr TBA Eligible,0.46765189873417734,M1,loan_age_slice,low_loan_age,0.5303316681097853,0.4963502516235785,0.5702598938219117,15443
15yr TBA Eligible,0.5416075949367087,M1,loan_age_slice,low_loan_age,0.5713017287419164,0.5339247362124655,0.6096769588667228,15443
15yr TBA Eligible,0.6155632911392406,M1,loan_age_slice,low_loan_age,0.6149610071565761,0.5733646336194775,0.6551576811992033,15443
15yr TBA Eligible,0.6895189873417724,M1,loan_age_slice,low_loan_age,0.6610972269347417,0.6133272038919446,0.7026662132303851,15443
15yr TBA Eligible,0.7634746835443043,M1,loan_age_slice,low_loan_age,0.7093975459457456,0.6559469092314973,0.7563824576976186,15443
15yr TBA Eligible,0.8374303797468352,M1,loan_age_slice,low_loan_age,0.7594353198445689,0.6990458353186346,0.8145795428626812,15443
15yr TBA Eligible,0.911386075949367,M1,loan_age_slice,low_loan_age,0.8106590425407363,0.7446231848278861,0.8695723815399181,15443
15yr TBA Eligible,0.9853417721518989,M1,loan_age_slice,low_loan_age,0.8623847654790942,0.789309636114055,0.9267384067153106,15443
15yr TBA Eligible,1.0592974683544307,M1,loan_age_slice,low_loan_age,0.9138675889467544,0.834139521346311,0.9833321335472323,15443
15yr TBA Eligible,1.1332531645569617,M1,loan_age_slice,low_loan_age,0.9646259976347075,0.8775371713640401,1.0386200721162697,15443
15yr TBA Eligible,1.2072088607594935,M1,loan_age_slice,low_loan_age,1.0142702962227832,0.9200418985135683,1.0941384343105431,15443
15yr TBA Eligible,1.2811645569620254,M1,loan_age_slice,low_loan_age,1.0624125272768967,0.9624071603012596,1.145269968874718,15443
15yr TBA Eligible,1.3551202531645572,M1,loan_age_slice,low_loan_age,1.108672325439661,1.0016334066921706,1.1960032825678035,15443
15yr TBA Eligible,1.429075949367089,M1,loan_age_slice,low_loan_age,1.1526827329349056,1.041217521689064,1.245619741399684,15443
15yr TBA Eligible,1.50303164556962,M1,loan_age_slice,low_loan_age,1.1940958244746875,1.077206635936323,1.2905804257877462,15443
15yr TBA Eligible,1.5769873417721518,M1,loan_age_slice,low_loan_age,1.232588016164557,1.1108295635130494,1.3327145395770401,15443
15yr TBA Eligible,1.6509430379746837,M1,loan_age_slice,low_loan_age,1.2678649419160937,1.1419516984973122,1.3717087067051548,15443
15yr TBA Eligible,1.7248987341772155,M1,loan_age_slice,low_loan_age,1.2996657930687585,1.169918829682981,1.4072208732038516,15443
15yr TBA Eligible,1.7988544303797465,M1,loan_age_slice,low_loan_age,1.3277670319098325,1.1953831613211174,1.4374662295940088,15443
15yr TBA Eligible,1.8728101265822783,M1,loan_age_slice,low_loan_age,1.3519854069959247,1.2177266143093113,1.4621138981240622,15443
15yr TBA Eligible,1.9467658227848101,M1,loan_age_slice,low_loan_age,1.3721802170019175,1.2376238971022024,1.482775652622803,15443
15yr TBA Eligible,2.020721518987342,M1,loan_age_slice,low_loan_age,1.3882547896091444,1.2532025117743761,1.4996462419540113,15443
15yr TBA Eligible,2.094677215189874,M1,loan_age_slice,low_loan_age,1.400157162048953,1.2659329378804707,1.5133290772183283,15443
15yr TBA Eligible,2.1686329113924048,M1,loan_age_slice,low_loan_age,1.4078799697213924,1.2743229858939276,1.5183843028133692,15443
15yr TBA Eligible,2.2425886075949366,M1,loan_age_slice,low_loan_age,1.4114595682350375,1.2816810292746506,1.5220272803889934,15443
15yr TBA Eligible,2.3165443037974685,M1,loan_age_slice,low_loan_age,1.4109744317474076,1.2844743847146844,1.5185816196373936,15443
15yr TBA Eligible,2.3905000000000003,M1,loan_age_slice,low_loan_age,1.4065428861826723,1.285318581463868,1.5126869919450447,15443
15yr TBA Eligible,-3.452,M1,loan_age_slice,median_loan_age,0.10951011928164979,0.09531946212093523,0.12161271538141394,15392
15yr TBA Eligible,-3.378044303797468,M1,loan_age_slice,median_loan_age,0.11073345911526221,0.09731992236818865,0.12218568283044462,15392
15yr TBA Eligible,-3.3040886075949367,M1,loan_age_slice,median_loan_age,0.11208132292306215,0.09944847594888229,0.12303020198964898,15392
15yr TBA Eligible,-3.230132911392405,M1,loan_age_slice,median_loan_age,0.11355365922125708,0.10143378166903583,0.12405832690923768,15392
15yr TBA Eligible,-3.1561772151898735,M1,loan_age_slice,median_loan_age,0.1151511239040423,0.1035548280323928,0.12527714991112937,15392
15yr TBA Eligible,-3.0822215189873416,M1,loan_age_slice,median_loan_age,0.11687504656456077,0.10567110151995518,0.126915501641367,15392
15yr TBA Eligible,-3.0082658227848103,M1,loan_age_slice,median_loan_age,0.118727402554903,0.10762777762399756,0.12877359283826328,15392
15yr TBA Eligible,-2.9343101265822784,M1,loan_age_slice,median_loan_age,0.1207107901145726,0.10977794784479133,0.13077187003638358,15392
15yr TBA Eligible,-2.860354430379747,M1,loan_age_slice,median_loan_age,0.12282841200380237,0.1121221579529319,0.13306967056020413,15392
15yr TBA Eligible,-2.786398734177215,M1,loan_age_slice,median_loan_age,0.1250840611679213,0.11445314719593647,0.13555811169922993,15392
15yr TBA Eligible,-2.7124430379746833,M1,loan_age_slice,median_loan_age,0.1274821100351197,0.11677737777574526,0.13812078254268334,15392
15yr TBA Eligible,-2.638487341772152,M1,loan_age_slice,median_loan_age,0.1300275031143589,0.11920865857830698,0.14088578128287343,15392
15yr TBA Eligible,-2.56453164556962,M1,loan_age_slice,median_loan_age,0.13272575261593,0.1217875796206247,0.1436906449647557,15392
15yr TBA Eligible,-2.4905759493670887,M1,loan_age_slice,median_loan_age,0.1355829368651642,0.12450896267528488,0.14685578513937703,15392
15yr TBA Eligible,-2.416620253164557,M1,loan_age_slice,median_loan_age,0.13860570132282382,0.12729499683905576,0.15012485940144593,15392
15yr TBA Eligible,-2.342664556962025,M1,loan_age_slice,median_loan_age,0.14180126206439087,0.1301353179108622,0.1535404609288249,15392
15yr TBA Eligible,-2.2687088607594936,M1,loan_age_slice,median_loan_age,0.14517741160673073,0.1331351062837327,0.15726768933604918,15392
15yr TBA Eligible,-2.1947531645569622,M1,loan_age_slice,median_loan_age,0.14874252700572468,0.13631313990208893,0.16115866167154547,15392
15yr TBA Eligible,-2.1207974683544304,M1,loan_age_slice,median_loan_age,0.15250558018350463,0.13964973322942997,0.16517665626680222,15392
15yr TBA Eligible,-2.0468417721518986,M1,loan_age_slice,median_loan_age,0.1564761504804419,0.14316776212441873,0.16958879413270234,15392
15yr TBA Eligible,-1.9728860759493672,M1,loan_age_slice,median_loan_age,0.16066443946606201,0.14677007349611637,0.17404276283289333,15392
15yr TBA Eligible,-1.8989303797468353,M1,loan_age_slice,median_loan_age,0.16508128808616793,0.1504312088337012,0.1791080993231775,15392
15yr TBA Eligible,-1.8249746835443037,M1,loan_age_slice,median_loan_age,0.16973819627185063,0.15433749552125064,0.18383727314057463,15392
15yr TBA Eligible,-1.751018987341772,M1,loan_age_slice,median_loan_age,0.1746473451914742,0.15851622412843547,0.18956201633265057,15392
15yr TBA Eligible,-1.6770632911392405,M1,loan_age_slice,median_loan_age,0.17982162239040192,0.16289641827637036,0.1949138589497551,15392
15yr TBA Eligible,-1.6031075949367088,M1,loan_age_slice,median_loan_age,0.18527465013770764,0.1675770076619787,0.20110938938240341,15392
15yr TBA Eligible,-1.5291518987341772,M1,loan_age_slice,median_loan_age,0.1910208173852752,0.17250644263354653,0.2075988444582788,15392
15yr TBA Eligible,-1.4551962025316456,M1,loan_age_slice,median_loan_age,0.1970753158460716,0.17749154524617783,0.2143826113897851,15392
15yr TBA Eligible,-1.3812405063291138,M1,loan_age_slice,median_loan_age,0.20345418081609856,0.18289634719218517,0.2213393317379353,15392
15yr TBA Eligible,-1.3072848101265824,M1,loan_age_slice,median_loan_age,0.21017433750253892,0.18837530367914468,0.22909091768278378,15392
15yr TBA Eligible,-1.2333291139240505,M1,loan_age_slice,median_loan_age,0.21725365378113712,0.19434148306382015,0.23701806142236714,15392
15yr TBA Eligible,-1.1593734177215191,M1,loan_age_slice,median_loan_age,0.2247110004929723,0.20069940704289246,0.2455356666962838,15392
15yr TBA Eligible,-1.0854177215189873,M1,loan_age_slice,median_loan_age,0.2325663206081881,0.2073708773944971,0.25449931966529116,15392
15yr TBA Eligible,-1.0114620253164555,M1,loan_age_slice,median_loan_age,0.24084070883673916,0.21442223058171228,0.2636499444659268,15392
15yr TBA Eligible,-0.9375063291139241,M1,loan_age_slice,median_loan_age,0.24955650355860587,0.22193282762156263,0.27338437853727804,15392
15yr TBA Eligible,-0.8635506329113922,M1,loan_age_slice,median_loan_age,0.258737393284753,0.2299242236315613,0.283474855716237,15392
15yr TBA Eligible,-0.7895949367088608,M1,loan_age_slice,median_loan_age,0.26840854025164895,0.23843663921845337,0.29408565624194916,15392
15yr TBA Eligible,-0.715639240506329,M1,loan_age_slice,median_loan_age,0.27859672420500375,0.24751411029781956,0.3052423082033351,15392
15yr TBA Eligible,-0.6416835443037976,M1,loan_age_slice,median_loan_age,0.28933050995145027,0.25720491098671916,0.31697158639159007,15392
15yr TBA Eligible,-0.5677278481012658,M1,loan_age_slice,median_loan_age,0.30064044286135355,0.2675620286806235,0.32930155741479616,15392
15yr TBA Eligible,-0.49377215189873436,M1,loan_age_slice,median_loan_age,0.3125592772047727,0.27865123982412365,0.3420573871402377,15392
15yr TBA Eligible,-0.4198164556962025,M1,loan_age_slice,median_loan_age,0.3251222430111816,0.2904970241529692,0.3551291374071064,15392
15yr TBA Eligible,-0.3458607594936707,M1,loan_age_slice,median_loan_age,0.3383673580801164,0.30308691824715295,0.36898086131116337,15392
15yr TBA Eligible,-0.2719050632911393,M1,loan_age_slice,median_loan_age,0.3523357928568925,0.31691026438206427,0.3832835296412984,15392
15yr TBA Eligible,-0.19794936708860744,M1,loan_age_slice,median_loan_age,0.3670722971509619,0.3314911941986409,0.3989097481710058,15392
15yr TBA Eligible,-0.12399367088607605,M1,loan_age_slice,median_loan_age,0.38262569914704697,0.34660122407904614,0.4147000696834713,15392
15yr TBA Eligible,-0.050037974683544206,M1,loan_age_slice,median_loan_age,0.39904948887948494,0.363087379808813,0.4323671932570883,15392
15yr TBA Eligible,0.02391772151898719,M1,loan_age_slice,median_loan_age,0.4163908240483418,0.3811919802931052,0.4510830366609708,15392
15yr TBA Eligible,0.09787341772151903,M1,loan_age_slice,median_loan_age,0.4346513950987058,0.39955055334227607,0.47009648056999254,15392
15yr TBA Eligible,0.17182911392405087,M1,loan_age_slice,median_loan_age,0.45381373116717755,0.4190911570908451,0.4900171077811155,15392
15yr TBA Eligible,0.24578481012658226,M1,loan_age_slice,median_loan_age,0.4738500533340438,0.4397523920378732,0.5112099518417512,15392
15yr TBA Eligible,0.3197405063291141,M1,loan_age_slice,median_loan_age,0.4947204071010125,0.4625406979620994,0.5330943432693025,15392
15yr TBA Eligible,0.3936962025316455,M1,loan_age_slice,median_loan_age,0.5163707327306917,0.4836307479237134,0.5554726160255985,15392
15yr TBA Eligible,0.46765189873417734,M1,loan_age_slice,median_loan_age,0.5387309148544099,0.506521263582238,0.5769432316560796,15392
15yr TBA Eligible,0.5416075949367087,M1,loan_age_slice,median_loan_age,0.5617128663495329,0.5270590368305017,0.5967164043355733,15392
15yr TBA Eligible,0.6155632911392406,M1,loan_age_slice,median_loan_age,0.5852087159379742,0.547604950650582,0.6212087007320122,15392
15yr TBA Eligible,0.6895189873417724,M1,loan_age_slice,median_loan_age,0.6090891836742764,0.5684632465884354,0.6464383052752543,15392
15yr TBA Eligible,0.7634746835443043,M1,loan_age_slice,median_loan_age,0.6332022426612939,0.5903862522920411,0.6719304195727749,15392
15yr TBA Eligible,0.8374303797468352,M1,loan_age_slice,median_loan_age,0.6573721779021936,0.6132881772810905,0.6977814330226817,15392
15yr TBA Eligible,0.911386075949367,M1,loan_age_slice,median_loan_age,0.6813991628995204,0.636525113895392,0.7245042967392479,15392
15yr TBA Eligible,0.9853417721518989,M1,loan_age_slice,median_loan_age,0.7050594799894394,0.659076109107104,0.7502856042482575,15392
15yr TBA Eligible,1.0592974683544307,M1,loan_age_slice,median_loan_age,0.7281442962802293,0.6776682724613958,0.7786547585484804,15392
15yr TBA Eligible,1.1332531645569617,M1,loan_age_slice,median_loan_age,0.7506170963705568,0.6963164322456694,0.803243859675451,15392
15yr TBA Eligible,1.2072088607594935,M1,loan_age_slice,median_loan_age,0.772508583330223,0.7133165576271,0.829725983829166,15392
15yr TBA Eligible,1.2811645569620254,M1,loan_age_slice,median_loan_age,0.7938651415420338,0.7312436208509215,0.8539968514305718,15392
15yr TBA Eligible,1.3551202531645572,M1,loan_age_slice,median_loan_age,0.8147486780424862,0.7461132483247535,0.8802071699330893,15392
15yr TBA Eligible,1.429075949367089,M1,loan_age_slice,median_loan_age,0.8352364904280443,0.7625130743353026,0.9043941325685756,15392
15yr TBA Eligible,1.50303164556962,M1,loan_age_slice,median_loan_age,0.8554211929220024,0.7794013092635388,0.9282519893114238,15392
15yr TBA Eligible,1.5769873417721518,M1,loan_age_slice,median_loan_age,0.8754107447954906,0.7950062362096944,0.9510260656688918,15392
15yr TBA Eligible,1.6509430379746837,M1,loan_age_slice,median_loan_age,0.8953286272475945,0.8114188500185193,0.9736486422922686,15392
15yr TBA Eligible,1.7248987341772155,M1,loan_age_slice,median_loan_age,0.9153142174788677,0.8286724868172723,0.9956582144160286,15392
15yr TBA Eligible,1.7988544303797465,M1,loan_age_slice,median_loan_age,0.9355234123819121,0.8470093727129591,1.0174579169086373,15392
15yr TBA Eligible,1.8728101265822783,M1,loan_age_slice,median_loan_age,0.956129559411002,0.8669255322847569,1.0398744821068395,15392
15yr TBA Eligible,1.9467658227848101,M1,loan_age_slice,median_loan_age,0.9773247592332128,0.8886646266843878,1.0613438949810816,15392
15yr TBA Eligible,2.020721518987342,M1,loan_age_slice,median_loan_age,0.9993216142473897,0.9109720927733989,1.0832052797543734,15392
15yr TBA Eligible,2.094677215189874,M1,loan_age_slice,median_loan_age,1.0223555096457206,0.9360506733479435,1.1044062551315292,15392
15yr TBA Eligible,2.1686329113924048,M1,loan_age_slice,median_loan_age,1.0466875302070942,0.961877333025507,1.127559729813632,15392
15yr TBA Eligible,2.2425886075949366,M1,loan_age_slice,median_loan_age,1.0726081374898981,0.9909061057975954,1.152920726065454,15392
15yr TBA Eligible,2.3165443037974685,M1,loan_age_slice,median_loan_age,1.100441759858164,1.0211020405281324,1.1771033627310357,15392
15yr TBA Eligible,2.3905000000000003,M1,loan_age_slice,median_loan_age,1.13055248353505,1.0543740215307684,1.2049275335777043,15392
20yr TBA Eligible,-3.230833333333334,M1,loan_age_slice,high_loan_age,0.23354084343579318,0.19456730815751166,0.26796652905186624,10583
20yr TBA Eligible,-3.1604809282700423,M1,loan_age_slice,high_loan_age,0.20940616001751775,0.17966430357290175,0.23651345657398348,10583
20yr TBA Eligible,-3.0901285232067512,M1,loan_age_slice,high_loan_age,0.18971272278915016,0.16732787591063336,0.21071548224039782,10583
20yr TBA Eligible,-3.0197761181434597,M1,loan_age_slice,high_loan_age,0.1735721678541078,0.1568716357099431,0.19010601681418438,10583
20yr TBA Eligible,-2.9494237130801686,M1,loan_age_slice,high_loan_age,0.16030511175607398,0.1476494824225849,0.17376852234147755,10583
20yr TBA Eligible,-2.879071308016877,M1,loan_age_slice,high_loan_age,0.14938789690331808,0.13956022925315503,0.16012622768495355,10583
20yr TBA Eligible,-2.8087189029535855,M1,loan_age_slice,high_loan_age,0.1404140708303161,0.13268257640475234,0.14911527156891147,10583
20yr TBA Eligible,-2.7383664978902944,M1,loan_age_slice,high_loan_age,0.13306626470902982,0.12675917194168163,0.14053328811746146,10583
20yr TBA Eligible,-2.668014092827003,M1,loan_age_slice,high_loan_age,0.1270954819187632,0.12150860487571968,0.13398791446038727,10583
