Type_of_Security,spread,predicted_cpr_mean,dCPR_dspread
15yr TBA Eligible,1.2752911392405064,0.8308398670637431,0.3145782721317003
15yr TBA Eligible,1.3468797468354428,0.8523970933690574,0.28739573604607127
15yr TBA Eligible,1.41846835443038,0.8719883882082635,0.2611938385606418
15yr TBA Eligible,1.4900569620253163,0.8897940997989237,0.23807143209617188
15yr TBA Eligible,1.5616455696202527,0.9060747928720583,0.21905189657172386
15yr TBA Eligible,1.63323417721519,0.9211573403321232,0.20497039986372556
15yr TBA Eligible,1.7048227848101263,0.9354218839209014,0.1964897257844731
15yr TBA Eligible,1.7764113924050635,0.9492901920833657,0.19412471342252324
15yr TBA Eligible,1.8479999999999999,0.9632161197882706,0.19452714856113335
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8130000000000006,0.2623017873016275,
20yr TBA Eligible,-0.8116784810126578,0.2613378063588937,-0.726549161331856
20yr TBA Eligible,-0.7427054430379743,0.22166516015510215,-0.4581815034352099
20yr TBA Eligible,-0.6737324050632907,0.198133465887425,-0.2591284745016922
20yr TBA Eligible,-0.6047593670886071,0.18591940393084808,-0.11645607787340362
20yr TBA Eligible,-0.5357863291139235,0.18206880692433505,-0.009085137153062028
20yr TBA Eligible,-0.46681329113923997,0.18466614491112138,0.07463688683208614
20yr TBA Eligible,-0.3978402531645564,0.19236467258389833,0.14105394656625658
20yr TBA Eligible,-0.32886721518987283,0.20412398333710818,0.19362217676244176
20yr TBA Eligible,-0.2598941772151897,0.2190740920850518,0.23440509346254745
20yr TBA Eligible,-0.19092113924050613,0.23645924616281117,0.26500532296219914
20yr TBA Eligible,-0.12194810126582256,0.2556305364933819,0.28710625746365026
20yr TBA Eligible,-0.05297506329113899,0.2760644277604304,0.3027212844478011
20yr TBA Eligible,0.01599797468354458,0.29738974978930827,0.3142259833988681
20yr TBA Eligible,0.08497101265822815,0.31941066913163524,0.3242452102158184
20yr TBA Eligible,0.15394405063291172,0.34211810418395805,0.3354634102516978
20yr TBA Eligible,0.2229170886075953,0.36568653020044967,0.35041547123871286
20yr TBA Eligible,0.29189012658227886,0.39045654339328684,0.3712974104858775
20yr TBA Eligible,0.36086316455696243,0.41690555098713783,0.3998156133057318
20yr TBA Eligible,0.429836202531646,0.4456095383521021,0.4370753129143372
20yr TBA Eligible,0.4988092405063296,0.47719837529801246,0.4834972718391195
20yr TBA Eligible,0.5677822784810131,0.5123060897345331,0.5387478596654955
20yr TBA Eligible,0.6367553164556967,0.5515165284649879,0.6016717534102836
20yr TBA Eligible,0.7057283544303803,0.5953043471270569,0.670226929651585
20yr TBA Eligible,0.7747013924050639,0.6439717034060166,0.7414363947078852
20yr TBA Eligible,0.8436744303797474,0.6975825883430559,0.811359187519022
20yr TBA Eligible,0.912647468354431,0.7558955195097324,0.8752015583722459
20yr TBA Eligible,0.9816205063291146,0.8183132089852782,0.9284786393323508
20yr TBA Eligible,1.0505935443037981,0.8839755044084379,0.9676121295956595
20yr TBA Eligible,1.1195665822784817,0.9517915053040099,0.9891934763318178
