Type_of_Security,spread,pred_logit,pred_smm,pred_cpr_pct
20yr TBA Eligible,-0.18181818181818188,-5.0273409081156935,0.006513516949734485,7.542200723616332
20yr TBA Eligible,-0.13131313131313127,-5.001562053467898,0.006682474302353184,7.730710444694033
20yr TBA Eligible,-0.08080808080808088,-4.975561941540809,0.006857290737106677,7.9253863699974225
20yr TBA Eligible,-0.030303030303030276,-4.949345675338763,0.007038158508577523,8.126404726935988
20yr TBA Eligible,0.020202020202020332,-4.922918357866096,0.007225275873985548,8.333945496076623
20yr TBA Eligible,0.0707070707070705,-4.896285092127147,0.007418847214059047,8.548192348156213
20yr TBA Eligible,0.1212121212121211,-4.869450981126252,0.007619083152093308,8.769332567874466
20yr TBA Eligible,0.1717171717171717,-4.842421127867748,0.007826200670758454,8.997556963535324
20yr TBA Eligible,0.22222222222222232,-4.815200635355976,0.008040423226188862,9.233059761582219
20yr TBA Eligible,0.2727272727272725,-4.787794606595269,0.008261980858855674,9.476038485046734
20yr TBA Eligible,0.3232323232323231,-4.760208144589965,0.008491110300691457,9.72669381490161
20yr TBA Eligible,0.3737373737373737,-4.732446352344405,0.008728055077903415,9.98522943329425
20yr TBA Eligible,0.4242424242424243,-4.704514332862922,0.0089730656088772,10.251851847615734
20yr TBA Eligible,0.4747474747474749,-4.676417189149855,0.009226399296538127,10.526770194347124
20yr TBA Eligible,0.5252525252525251,-4.648160024209542,0.009488320614500929,10.810196021619378
20yr TBA Eligible,0.5757575757575757,-4.61974794104632,0.00975910118630207,11.102343049415687
20yr TBA Eligible,0.6262626262626263,-4.591186042664525,0.010039019856971186,11.40342690635019
20yr TBA Eligible,0.6767676767676769,-4.562479432068496,0.01032836275615981,11.713664841965986
20yr TBA Eligible,0.7272727272727271,-4.53363321226257,0.010627423352007318,12.03327541351058
20yr TBA Eligible,0.7777777777777777,-4.504652486251084,0.010936502494884138,12.362478146171807
20yr TBA Eligible,0.8282828282828283,-4.475542357038376,0.011255908450113589,12.701493165791945
20yr TBA Eligible,0.8787878787878789,-4.446307927628782,0.01158595691873399,13.050540803118771
20yr TBA Eligible,0.9292929292929291,-4.4169543010266406,0.011926971045323299,13.409841168708114
20yr TBA Eligible,0.9797979797979797,-4.387486580236288,0.012279281411869824,13.779613697655336
20yr TBA Eligible,1.0303030303030303,-4.357909868262063,0.012643226016633766,14.160076663411292
20yr TBA Eligible,1.0808080808080809,-4.328229268108303,0.013019150236907041,14.551446660029754
20yr TBA Eligible,1.131313131313131,-4.2984498827793445,0.013407406774541943,14.95393805229509
20yr TBA Eligible,1.1818181818181817,-4.268576815279523,0.013808355583084119,15.367762393297967
20yr TBA Eligible,1.2323232323232323,-4.23861516861318,0.01422236377531153,15.793127809164009
20yr TBA Eligible,1.2828282828282829,-4.208570045784649,0.014649805509949907,16.230238350785577
20yr TBA Eligible,1.3333333333333335,-4.178446549798268,0.015091061856305111,16.679293312577403
20yr TBA Eligible,1.3838383838383836,-4.148249783658378,0.015546520635527037,17.14048651845911
20yr TBA Eligible,1.4343434343434343,-4.117984850369313,0.016016576237195927,17.614005575470447
20yr TBA Eligible,1.4848484848484849,-4.08765685293541,0.016501629409901644,18.100031095642834
20yr TBA Eligible,1.5353535353535355,-4.057270894361007,0.017002087024471247,18.598735886988983
20yr TBA Eligible,1.5858585858585856,-4.026832077650444,0.01751836180848802,19.110284114730057
20yr TBA Eligible,1.6363636363636362,-3.996345505808054,0.018050872050739106,19.634830434149908
20yr TBA Eligible,1.6868686868686869,-3.965816281838177,0.01860004127422685,20.172519096757448
20yr TBA Eligible,1.7373737373737375,-3.935249508745149,0.019166297876384963,20.723483031747147
20yr TBA Eligible,1.7878787878787876,-3.9046502895333095,0.019750074735150416,21.287842905068832
20yr TBA Eligible,1.8383838383838382,-3.8740237272069935,0.020351808779561543,21.865706158753675
20yr TBA Eligible,1.8888888888888888,-3.843374924770539,0.020971940523577183,22.457166033497657
20yr TBA Eligible,1.9393939393939394,-3.8127089852282845,0.021610913561846846,23.06230057785902
20yr TBA Eligible,1.9898989898989896,-3.782031011584566,0.022269174026203407,23.681171647800213
20yr TBA Eligible,2.0404040404040407,-3.7513461068437213,0.022947170001701662,24.31382390067689
20yr TBA Eligible,2.090909090909091,-3.7206593740100877,0.023645350901087638,24.9602837881571
20yr TBA Eligible,2.141414141414141,-3.6899759160880032,0.024364166796654763,25.620558552929616
20yr TBA Eligible,2.191919191919192,-3.659300836081804,0.025104067708525378,26.29463523443617
