Type_of_Security,spread,curve_family,slice_name,n_obs,pred_logit,pred_smm,pred_cpr_pct
15yr TBA Eligible,-0.48484848484848486,overall,all,51,-8.158967184676577,0.0002866794357677992,0.3434704654111052
15yr TBA Eligible,-0.4343434343434345,overall,all,51,-8.135456044141185,0.0002934974427373865,0.351625862454513
15yr TBA Eligible,-0.38383838383838387,overall,all,51,-8.11104507022692,0.0003007479708401927,0.36029794717369923
15yr TBA Eligible,-0.33333333333333326,overall,all,51,-8.085701166581378,0.0003084651126132594,0.36952736682867415
15yr TBA Eligible,-0.2828282828282829,overall,all,51,-8.059391236852152,0.0003166858937643262,0.37935825403517986
15yr TBA Eligible,-0.23232323232323226,overall,all,51,-8.03208218468684,0.0003254505884000153,0.38983859980464286
15yr TBA Eligible,-0.18181818181818188,overall,all,51,-8.003740913733035,0.0003348030713402953,0.4010206702009981
15yr TBA Eligible,-0.13131313131313127,overall,all,51,-7.974334327638335,0.0003447912123313817,0.4129614722234231
15yr TBA Eligible,-0.08080808080808088,overall,all,51,-7.9438293300503355,0.0003554673176588631,0.4257232753181603
15yr TBA Eligible,-0.030303030303030276,overall,all,51,-7.912192824616628,0.00036688862545848904,0.43937419583564546
15yr TBA Eligible,0.020202020202020332,overall,all,51,-7.87939171498481,0.0003791178619413189,0.45398885280290535
15yr TBA Eligible,0.0707070707070705,overall,all,51,-7.845392904802475,0.00039222386681344175,0.4696491045946014
15yr TBA Eligible,0.1212121212121211,overall,all,51,-7.810163297717221,0.0004062822974024417,0.4864448774904217
15yr TBA Eligible,0.1717171717171717,overall,all,51,-7.773669797376643,0.0004213764224319765,0.5044750987267078
15yr TBA Eligible,0.22222222222222232,overall,all,51,-7.735879307428334,0.0004375980180459585,0.5238487485284655
15yr TBA Eligible,0.2727272727272725,overall,all,51,-7.696758731519893,0.00045504838061498777,0.5446860477827896
15yr TBA Eligible,0.3232323232323231,overall,all,51,-7.65627497329891,0.00047383947310717127,0.5671198005368794
15yr TBA Eligible,0.3737373737373737,overall,all,51,-7.614394936412985,0.0004940952244294657,0.5912969134340561
15yr TBA Eligible,0.4242424242424243,overall,all,51,-7.571085524509712,0.0005159530042108796,0.6173801176045066
15yr TBA Eligible,0.4747474747474749,overall,all,51,-7.526313641236683,0.000539565299084509,0.6455499224882091
15yr TBA Eligible,0.5252525252525251,overall,all,51,-7.480046190241499,0.0005651016207258223,0.6760068356786076
15yr TBA Eligible,0.5757575757575757,overall,all,51,-7.432250075171751,0.0005927506808323667,0.7089738882487457
15yr TBA Eligible,0.6262626262626263,overall,all,51,-7.382892199675036,0.0006227228740193898,0.7446995112882775
15yr TBA Eligible,0.6767676767676769,overall,all,51,-7.331939467398947,0.0006552531164172741,0.7834608166931419
15yr TBA Eligible,0.7272727272727271,overall,all,51,-7.2793587819910845,0.0006906040957822773,0.8255673437898756
15yr TBA Eligible,0.7777777777777777,overall,all,51,-7.225117047099039,0.0007290699984020696,0.8713653433539307
15yr TBA Eligible,0.8282828282828283,overall,all,51,-7.169181166370406,0.0007709807892682799,0.9212426822430936
15yr TBA Eligible,0.8787878787878789,overall,all,51,-7.111518043452782,0.0008167071352316859,0.9756344654995623
15yr TBA Eligible,0.9292929292929291,overall,all,51,-7.0520945819937655,0.0008666660765511392,1.0350294887113434
15yr TBA Eligible,0.9797979797979797,overall,all,51,-6.990877685640945,0.000921327570875995,1.0999776520525013
15yr TBA Eligible,1.0303030303030303,overall,all,51,-6.927834258041922,0.0009812220558436731,1.1710984891869647
15yr TBA Eligible,1.0808080808080809,overall,all,51,-6.862931202844287,0.0010469492028295807,1.2490909896309381
15yr TBA Eligible,1.131313131313131,overall,all,51,-6.796135423695637,0.001119188065802032,1.3347449228044599
15yr TBA Eligible,1.1818181818181817,overall,all,51,-6.727413824243569,0.001198708866734083,1.4289539065074464
15yr TBA Eligible,1.2323232323232323,overall,all,51,-6.656733308135677,0.001286386703846538,1.5327305026492701
15yr TBA Eligible,1.2828282828282829,overall,all,51,-6.5840607790195556,0.0013832175226034175,1.6472236695109372
15yr TBA Eligible,1.3333333333333335,overall,all,51,-6.509363140542799,0.0014903367536733764,1.7737389534385353
15yr TBA Eligible,1.3838383838383836,overall,all,51,-6.432607296353007,0.0016090410992150275,1.9137618644558467
15yr TBA Eligible,1.4343434343434343,overall,all,51,-6.353760150097769,0.001740814041519027,2.068984950583262
15yr TBA Eligible,1.4848484848484849,overall,all,51,-6.272788605424686,0.001887355759492266,2.24133916521825
15yr TBA Eligible,1.5353535353535355,overall,all,51,-6.189659565981352,0.00205061827263769,2.433030210999387
15yr TBA Eligible,1.5858585858585856,overall,all,51,-6.104339935415358,0.002232846793837229,2.646580641782532
15yr TBA Eligible,1.6363636363636362,overall,all,51,-6.0167966173743,0.002436628467157934,2.884878610400318
15yr TBA Eligible,1.6868686868686869,overall,all,51,-5.926996515505781,0.00266494990204438,3.151234260958017
15yr TBA Eligible,1.7373737373737375,overall,all,51,-5.834906533457387,0.00292126519903357,3.4494448754711104
15yr TBA Eligible,1.7878787878787876,overall,all,51,-5.740493574876718,0.0032095765046151084,3.7838699871977615
15yr TBA Eligible,1.8383838383838382,overall,all,51,-5.643724543411365,0.0035345295461075665,4.15951775357762
15yr TBA Eligible,1.8888888888888888,overall,all,51,-5.54456634270893,0.003901527095734931,4.582143919490961
15yr TBA Eligible,1.9393939393939394,overall,all,51,-5.442985876417004,0.004316863913301694,5.0583646653841425
15yr TBA Eligible,1.9898989898989896,overall,all,51,-5.338950048183183,0.004787887438570503,5.59578447864614
15yr TBA Eligible,2.0404040404040407,overall,all,51,-5.232425761655062,0.005323189370071147,6.203139843707425
15yr TBA Eligible,2.090909090909091,overall,all,51,-5.123379920480238,0.005932834301714107,6.890458921271272
15yr TBA Eligible,2.141414141414141,overall,all,51,-5.011779428306305,0.00662863281940153,7.669236345587355
15yr TBA Eligible,2.191919191919192,overall,all,51,-4.897591188780855,0.007424467914661541,8.552620624655788
15yr TBA Eligible,2.242424242424242,overall,all,51,-4.780782105551489,0.008336685277109962,9.55560912850148
15yr TBA Eligible,2.2929292929292933,overall,all,51,-4.6613190822657975,0.009384560001760604,10.695241958158828
15yr TBA Eligible,2.3434343434343434,overall,all,51,-4.53916902257138,0.0105908544963923,11.990780666784778
15yr TBA Eligible,2.3939393939393936,overall,all,51,-4.41429883011583,0.01198248487780646,13.46385031225583
15yr TBA Eligible,2.4444444444444446,overall,all,51,-4.28667540854674,0.013591315838310147,15.138513022337374
15yr TBA Eligible,2.494949494949495,overall,all,51,-4.156265661511711,0.015455106705475669,17.041227475472308
15yr TBA Eligible,2.545454545454545,overall,all,51,-4.023036492658333,0.017618633951672596,19.200630864898457
15yr TBA Eligible,2.595959595959596,overall,all,51,-3.886954805634203,0.02013501729532398,21.6470578121063
15yr TBA Eligible,2.646464646464646,overall,all,51,-3.747987504086919,0.02306727705852156,24.4116849842195
15yr TBA Eligible,2.6969696969696972,overall,all,51,-3.60610149166407,0.026490148485393692,27.525163207193387
15yr TBA Eligible,2.7474747474747474,overall,all,51,-3.4612636720132586,0.030492172580255526,31.01557601040262
15yr TBA Eligible,2.7979797979797976,overall,all,51,-3.313440948782077,0.035178070181462816,34.90555496969635
15yr TBA Eligible,2.8484848484848486,overall,all,51,-3.1626002256181165,0.040671382848933145,39.208405150573604
15yr TBA Eligible,2.898989898989899,overall,all,51,-3.0087084061689793,0.04711732574123823,43.92317458269675
15yr TBA Eligible,2.94949494949495,overall,all,51,-2.8517323940822537,0.05468573743331305,49.02877520234556
15yr TBA Eligible,3.0,overall,all,51,-2.6916390930055423,0.06357392146198487,54.477568013940605
20yr TBA Eligible,-2.0,overall,all,51,-8.753553258325523,0.0001584760139151041,0.19000411863454322
20yr TBA Eligible,-1.9494949494949494,overall,all,51,-8.743453697110029,0.0001600844020206869,0.1919307762986476
20yr TBA Eligible,-1.898989898989899,overall,all,51,-8.73353201697463,0.00016168035340424734,0.19384250226093552
20yr TBA Eligible,-1.8484848484848484,overall,all,51,-8.723743449908266,0.00016327048160219037,0.19574721919304275
20yr TBA Eligible,-1.797979797979798,overall,all,51,-8.71404322789988,0.00016486168319257568,0.19765318823369796
20yr TBA Eligible,-1.7474747474747474,overall,all,51,-8.704386582938417,0.00016646113688763937,0.19956900787399703
20yr TBA Eligible,-1.696969696969697,overall,all,51,-8.69472874701281,0.00016807630565686142,0.20150361646590867
20yr TBA Eligible,-1.6464646464646464,overall,all,51,-8.685024952112007,0.0001697149421007403,0.20346629861646426
20yr TBA Eligible,-1.595959595959596,overall,all,51,-8.675230430224952,0.0001713850973001605,0.20546669573535487
20yr TBA Eligible,-1.5454545454545454,overall,all,51,-8.665300413340582,0.00017309513337519604,0.20751482101469365
20yr TBA Eligible,-1.4949494949494948,overall,all,51,-8.655190133447837,0.0001748537400008189,0.20962107913495606
20yr TBA Eligible,-1.4444444444444444,overall,all,51,-8.644854822535661,0.00017666995514569402,0.21179629101443437
20yr TBA Eligible,-1.393939393939394,overall,all,51,-8.634249712592997,0.00017855319032454112,0.2140517239474369
20yr TBA Eligible,-1.3434343434343434,overall,all,51,-8.623330035608785,0.00018051326068495072,0.2163991275130311
20yr TBA Eligible,-1.2929292929292928,overall,all,51,-8.612051023571967,0.00018256042028669053,0.21885077567999608
20yr TBA Eligible,-1.2424242424242424,overall,all,51,-8.600367908471483,0.00018470540297608478,0.22141951558661765
20yr TBA Eligible,-1.191919191919192,overall,all,51,-8.58823592229628,0.00018695946931083712,0.22411882353631318
20yr TBA Eligible,-1.1414141414141414,overall,all,51,-8.575610297035293,0.000189334460052613,0.22696286882400302
20yr TBA Eligible,-1.0909090909090908,overall,all,51,-8.562446264677467,0.00019184285681689194,0.22996658609285894
20yr TBA Eligible,-1.0404040404040404,overall,all,51,-8.54869905721174,0.00019449785055333587,0.23314575702127655
20yr TBA Eligible,-0.9898989898989898,overall,all,51,-8.534323906627062,0.00019731341862669414,0.23651710225366906
20yr TBA Eligible,-0.9393939393939394,overall,all,51,-8.519276044912367,0.00020030441137984571,0.24009838462096503
20yr TBA Eligible,-0.8888888888888888,overall,all,51,-8.503510704056596,0.0002034866491890471,0.24390852484904102
20yr TBA Eligible,-0.8383838383838385,overall,all,51,-8.486983116048696,0.00020687703116924915,0.2479677311271287
20yr TBA Eligible,-0.7878787878787878,overall,all,51,-8.469648512877605,0.00021049365685734767,0.25229764411006766
20yr TBA Eligible,-0.7373737373737375,overall,all,51,-8.451462126532265,0.0002143559623968354,0.25692149915802404
20yr TBA Eligible,-0.6868686868686869,overall,all,51,-8.432379189001619,0.00021848487297248455,0.26186430788395676
20yr TBA Eligible,-0.6363636363636365,overall,all,51,-8.412354932274607,0.000222902973503162,0.2671530613836763
20yr TBA Eligible,-0.5858585858585859,overall,all,51,-8.391344588340173,0.0002276346999001402,0.2728169578766683
20yr TBA Eligible,-0.5353535353535355,overall,all,51,-8.369303389187253,0.00023270655354391438,0.2788876578914716
20yr TBA Eligible,-0.48484848484848486,overall,all,51,-8.346186566804795,0.00023814734203224164,0.2853995705993187
20yr TBA Eligible,-0.4343434343434345,overall,all,51,-8.321949353181738,0.00024398844971505566,0.2923901754428804
20yr TBA Eligible,-0.38383838383838387,overall,all,51,-8.296546980307026,0.0002502641420688393,0.29990038383579737
20yr TBA Eligible,-0.33333333333333326,overall,all,51,-8.269934680169595,0.0002570119085868207,0.3079749464391135
20yr TBA Eligible,-0.2828282828282829,overall,all,51,-8.242067684758391,0.00026427284958711335,0.3166629123679226
20yr TBA Eligible,-0.23232323232323226,overall,all,51,-8.212901226062353,0.00027209211318678106,0.326018147669232
20yr TBA Eligible,-0.18181818181818188,overall,all,51,-8.182390536070427,0.00028051938967718973,0.33609992156088353
20yr TBA Eligible,-0.13131313131313127,overall,all,51,-8.15049084677155,0.0002896094716905217,0.34697357026401265
20yr TBA Eligible,-0.08080808080808088,overall,all,51,-8.117157390154665,0.00029942288989953566,0.358711249829684
20yr TBA Eligible,-0.030303030303030276,overall,all,51,-8.082345398208712,0.00031002663557901854,0.3713927911964285
20yr TBA Eligible,0.020202020202020332,overall,all,51,-8.04601010292264,0.0003214949832216304,0.38510667286789535
20yr TBA Eligible,0.0707070707070705,overall,all,51,-8.008106736285379,0.0003339104285953601,0.3999511291269429
20yr TBA Eligible,0.1212121212121211,overall,all,51,-7.96859053028588,0.0003473647602175191,0.41603541467393845
20yr TBA Eligible,0.1717171717171717,overall,all,51,-7.927416716913081,0.0003619602852768196,0.43348125007547755
20yr TBA Eligible,0.22222222222222232,overall,all,51,-7.884540528155923,0.00037781123465180773,0.45242447653595846
20yr TBA Eligible,0.2727272727272725,overall,all,51,-7.839917196003347,0.0003950453759608767,0.4730169533755914
20yr TBA Eligible,0.3232323232323231,overall,all,51,-7.793501952444299,0.0004138058686694103,0.49542873735924753
20yr TBA Eligible,0.3737373737373737,overall,all,51,-7.745250029467715,0.00043425340133454476,0.5198505898416972
20yr TBA Eligible,0.4242424242424243,overall,all,51,-7.69511665906254,0.00045656865828321686,0.5464968657811397
20yr TBA Eligible,0.4747474747474749,overall,all,51,-7.643057073217716,0.00048095517163245,0.575608848273279
20yr TBA Eligible,0.5252525252525251,overall,all,51,-7.589026503922184,0.0005076426248615989,0.6074586036667676
20yr TBA Eligible,0.5757575757575757,overall,all,51,-7.532980183164883,0.0005368906864877242,0.6423534458973651
20yr TBA Eligible,0.6262626262626263,overall,all,51,-7.474873342934757,0.0005689934672086892,0.680641114846518
20yr TBA Eligible,0.6767676767676769,overall,all,51,-7.414661215220747,0.0006042847116918553,0.7227157928077961
20yr TBA Eligible,0.7272727272727271,overall,all,51,-7.352299032011795,0.0006431438576465744,0.7690251061458145
20yr TBA Eligible,0.7777777777777777,overall,all,51,-7.2877420252968435,0.0006860031207206238,0.8200782866938452
20yr TBA Eligible,0.8282828282828283,overall,all,51,-7.220945427064832,0.0007333557950817013,0.8764557002419194
20yr TBA Eligible,0.8787878787878789,overall,all,51,-7.151864469304703,0.0007857659974891801,0.9388199886633516
20yr TBA Eligible,0.9292929292929291,overall,all,51,-7.0804543840053995,0.0008438801287141669,1.0079291190622057
20yr TBA Eligible,0.9797979797979797,overall,all,51,-7.00667040315586,0.0009084403821634373,1.084651689265333
20yr TBA Eligible,1.0303030303030303,overall,all,51,-6.930467758745029,0.0009803006977769236,1.1699849057514233
20yr TBA Eligible,1.0808080808080809,overall,all,51,-6.851801682761846,0.001060445642514464,1.265075729705366
20yr TBA Eligible,1.131313131313131,overall,all,51,-6.7706274071952555,0.0011500128005180982,1.371245781593257
20yr TBA Eligible,1.1818181818181817,overall,all,51,-6.6869001640341965,0.0012503193806695195,1.4900207070434113
20yr TBA Eligible,1.2323232323232323,overall,all,51,-6.6005751852676084,0.0013628939021508987,1.6231648397024467
20yr TBA Eligible,1.2828282828282829,overall,all,51,-6.511607702884439,0.001489514006469491,1.7727221530630537
20yr TBA Eligible,1.3333333333333335,overall,all,51,-6.419952948873626,0.0016322516755705675,1.941064675926157
20yr TBA Eligible,1.3838383838383836,overall,all,51,-6.325566155224112,0.0017935274205290838,2.130949757643779
20yr TBA Eligible,1.4343434343434343,overall,all,51,-6.228402553924836,0.0019761753568051936,2.345587811068288
20yr TBA Eligible,1.4848484848484849,overall,all,51,-6.128417376964742,0.0021835215162408638,2.5887224327124363
20yr TBA Eligible,1.5353535353535355,overall,all,51,-6.025565856332773,0.0024194782828091182,2.8647250970113873
20yr TBA Eligible,1.5858585858585856,overall,all,51,-5.919803224017869,0.0026886585032993003,3.1787069349032757
20yr TBA Eligible,1.6363636363636362,overall,all,51,-5.81108471200897,0.002996513646103926,3.5366504168240764
20yr TBA Eligible,1.6868686868686869,overall,all,51,-5.6993655522950215,0.0033495013984795145,3.9455640322533356
20yr TBA Eligible,1.7373737373737375,overall,all,51,-5.58460097686496,0.003755289350707575,4.413663234544677
20yr TBA Eligible,1.7878787878787876,overall,all,51,-5.4667462177077315,0.004223002969576684,4.950580908066162
20yr TBA Eligible,1.8383838383838382,overall,all,51,-5.345756506812275,0.004763527979179666,5.567610269052334
20yr TBA Eligible,1.8888888888888888,overall,all,51,-5.221587076167532,0.005389879620860152,6.277982208807689
20yr TBA Eligible,1.9393939393939394,overall,all,51,-5.094193157762447,0.0061176541433042,7.097177292546214
20yr TBA Eligible,1.9898989898989896,overall,all,51,-4.96352998358596,0.006965581372701476,8.043269444867827
20yr TBA Eligible,2.0404040404040407,overall,all,51,-4.82955278562701,0.007956201426384495,9.137293070412356
20yr TBA Eligible,2.090909090909091,overall,all,51,-4.692216795874543,0.009116693642469021,10.403616971770475
20yr TBA Eligible,2.141414141414141,overall,all,51,-4.5514772463175,0.010479891644410577,11.870295567719987
20yr TBA Eligible,2.191919191919192,overall,all,51,-4.407289368944819,0.012085525100600894,13.569348798076591
20yr TBA Eligible,2.242424242424242,overall,all,51,-4.259608395745444,0.013981735973734078,15.536894549970068
20yr TBA Eligible,2.2929292929292933,overall,all,51,-4.108389558708313,0.01622692440044637,17.813019096154402
20yr TBA Eligible,2.3434343434343434,overall,all,51,-3.9535880898223774,0.01889198584236917,20.441219955172947
20yr TBA Eligible,2.3939393939393936,overall,all,51,-3.795159221076569,0.02206300507622906,23.467191551623625
20yr TBA Eligible,2.4444444444444446,overall,all,51,-3.633058184459832,0.025844470993332157,26.93665113470774
20yr TBA Eligible,2.494949494949495,overall,all,51,-3.4672402119611108,0.030363064240135417,30.891833383927228
20yr TBA Eligible,2.545454545454545,overall,all,51,-3.2976605355693427,0.035772039877956525,35.36624540846451
20yr TBA Eligible,2.595959595959596,overall,all,51,-3.124274387273471,0.04225616801669602,40.37732268301149
20yr TBA Eligible,2.646464646464646,overall,all,51,-2.947036999062441,0.05003709022027503,45.916847773234196
20yr TBA Eligible,2.6969696969696972,overall,all,51,-2.765903602925186,0.0593787758017932,51.939508349745886
20yr TBA Eligible,2.7474747474747474,overall,all,51,-2.5808294308506583,0.07059249169739795,58.35090759106612
20yr TBA Eligible,2.7979797979797976,overall,all,51,-2.391769714827792,0.08404030222127742,64.99775261024294
20yr TBA Eligible,2.8484848484848486,overall,all,51,-2.1986796868455287,0.10013556884252699,71.66464434098864
20yr TBA Eligible,2.898989898989899,overall,all,51,-2.001514578892815,0.11933823396145762,78.08319185132805
20yr TBA Eligible,2.94949494949495,overall,all,51,-1.8002296229585852,0.14214192559150005,83.95871513066356
20yr TBA Eligible,3.0,overall,all,51,-1.594780051031789,0.16904932050134663,89.01580833870698
30yr TBA Eligible,-2.0,overall,all,51,-8.655926443853124,0.0001761091651340674,0.2111212534925848
30yr TBA Eligible,-1.9494949494949494,overall,all,51,-8.642191438083238,0.00017854426752329192,0.21403753775616755
30yr TBA Eligible,-1.898989898989899,overall,all,51,-8.628550730829833,0.0001809959691011984,0.21697362032549405
30yr TBA Eligible,-1.8484848484848484,overall,all,51,-8.614962132445234,0.000183471771215869,0.21993848256305845
30yr TBA Eligible,-1.797979797979798,overall,all,51,-8.601383453281757,0.0001859795883676641,0.22294159955246626
30yr TBA Eligible,-1.7474747474747474,overall,all,51,-8.587772503691731,0.00018852776004283853,0.22599295416933238
30yr TBA Eligible,-1.696969696969697,overall,all,51,-8.57408709402747,0.00019112506613929057,0.2291030554394639
30yr TBA Eligible,-1.6464646464646464,overall,all,51,-8.560285034641296,0.00019378074631059956,0.23228296157198586
30yr TBA Eligible,-1.595959595959596,overall,all,51,-8.546324135885534,0.00019650452357541774,0.23554430807996626
30yr TBA Eligible,-1.5454545454545454,overall,all,51,-8.532162208112501,0.00019930663256546746,0.23889934143202
30yr TBA Eligible,-1.4949494949494948,overall,all,51,-8.517757061674516,0.0002021978528175443,0.24236095871613422
30yr TBA Eligible,-1.4444444444444444,overall,all,51,-8.503066506923908,0.00020518954755372587,0.24594275384317732
30yr TBA Eligible,-1.393939393939394,overall,all,51,-8.48804835421299,0.00020829370844023548,0.24965907087177328
30yr TBA Eligible,-1.3434343434343434,overall,all,51,-8.472660413894086,0.0002115230068700305,0.25352506510111616
30yr TBA Eligible,-1.2929292929292928,overall,all,51,-8.456860496319514,0.00021489085237818946,0.2575567726537211
30yr TBA Eligible,-1.2424242424242424,overall,all,51,-8.440606411841602,0.0002184114588737679,0.26177118935802207
30yr TBA Eligible,-1.191919191919192,overall,all,51,-8.423855970812665,0.00022209991945833192,0.26618635984317734
30yr TBA Eligible,-1.1414141414141414,overall,all,51,-8.406566983585027,0.00022597229070145733,0.27082147787608524
30yr TBA Eligible,-1.0909090909090908,overall,all,51,-8.388697260511007,0.00023004568735894289,0.2756969991070615
30yr TBA Eligible,-1.0404040404040404,overall,all,51,-8.370204611942924,0.00023433838865247382,0.2808347675468271
30yr TBA Eligible,-0.9898989898989898,overall,all,51,-8.351046848233104,0.00023886995738247962,0.2862581572778825
30yr TBA Eligible,-0.9393939393939394,overall,all,51,-8.331181779733866,0.00024366137332189518,0.29199223111010814
30yr TBA Eligible,-0.8888888888888888,overall,all,51,-8.31056721679753,0.00024873518254087275,0.29806391812787075
30yr TBA Eligible,-0.8383838383838385,overall,all,51,-8.289160969776416,0.0002541156645451718,0.30450221234959585
30yr TBA Eligible,-0.7878787878787878,overall,all,51,-8.26692084902285,0.0002598290193787352,0.31133839503388494
30yr TBA Eligible,-0.7373737373737375,overall,all,51,-8.243804664889145,0.0002659035771492509,0.31860628352796044
30yr TBA Eligible,-0.6868686868686869,overall,all,51,-8.21977022772763,0.00027237003279084786,0.3263425099692544
30yr TBA Eligible,-0.6363636363636365,overall,all,51,-8.194775347890618,0.00027926170928800674,0.3345868336301158
30yr TBA Eligible,-0.5858585858585859,overall,all,51,-8.168777835730436,0.00028661485305827585,0.3433824912475759
30yr TBA Eligible,-0.5353535353535355,overall,all,51,-8.141735501599403,0.0002944689657389582,0.35277659031758085
30yr TBA Eligible,-0.48484848484848486,overall,all,51,-8.113606155849839,0.00030286717725703784,0.3628205510705854
30yr TBA Eligible,-0.4343434343434345,overall,all,51,-8.084347608834069,0.0003118566657969028,0.3735706036982781
30yr TBA Eligible,-0.38383838383838387,overall,all,51,-8.05391767090441,0.0003214891311342705,0.3850883483895171
30yr TBA Eligible,-0.33333333333333326,overall,all,51,-8.022274152413184,0.00033182132879768666,0.39744138688208247
30yr TBA Eligible,-0.2828282828282829,overall,all,51,-7.98937486371271,0.00034291567367545625,0.41070403556882445
30yr TBA Eligible,-0.23232323232323226,overall,all,51,-7.955177615155312,0.00035484092303481344,0.42495813174859864
30yr TBA Eligible,-0.18181818181818188,overall,all,51,-7.91964021709331,0.0003676729504960453,0.44029394642010106
30yr TBA Eligible,-0.13131313131313127,overall,all,51,-7.882720479879025,0.0003814956243481504,0.45681121912397227
30yr TBA Eligible,-0.08080808080808088,overall,all,51,-7.844376213864778,0.00039640180575344015,0.474620332802313
30yr TBA Eligible,-0.030303030303030276,overall,all,51,-7.804565229402889,0.0004124944849247444,0.4938436495248628
30yr TBA Eligible,0.020202020202020332,overall,all,51,-7.763245336845681,0.00042988807634061586,0.514617031304567
30yr TBA Eligible,0.0707070707070705,overall,all,51,-7.720374346545472,0.00044870989757498037,0.5370915741813086
30yr TBA Eligible,0.1212121212121211,overall,all,51,-7.675910068854583,0.00046910186045882266,0.5614355883963279
30yr TBA Eligible,0.1717171717171717,overall,all,51,-7.62981031412534,0.000491222408183781,0.5878368629390427
30yr TBA Eligible,0.22222222222222232,overall,all,51,-7.582032892710058,0.0005152487377467683,0.6165052591718396
30yr TBA Eligible,0.2727272727272725,overall,all,51,-7.532535614961062,0.0005413793539967863,0.6476756858057687
30yr TBA Eligible,0.3232323232323231,overall,all,51,-7.48127629123067,0.0005698370096924112,0.6816115164250831
30yr TBA Eligible,0.3737373737373737,overall,all,51,-7.428212731871205,0.0006008720956680197,0.7186085212924245
30yr TBA Eligible,0.4242424242424243,overall,all,51,-7.373302747234987,0.0006347665567501651,0.7589993976129563
30yr TBA Eligible,0.4747474747474749,overall,all,51,-7.316504147674337,0.0006718384228406792,0.8031589971503628
30yr TBA Eligible,0.5252525252525251,overall,all,51,-7.257774743541578,0.0007124470610496472,0.8515103674981037
30yr TBA Eligible,0.5757575757575757,overall,all,51,-7.197072345189026,0.0007569992744788606,0.9045317439158754
30yr TBA Eligible,0.6262626262626263,overall,all,51,-7.134354762969008,0.0008059563969069965,0.9627646530426118
30yr TBA Eligible,0.6767676767676769,overall,all,51,-7.06957980723384,0.0008598425610446708,1.0268233186898261
30yr TBA Eligible,0.7272727272727271,overall,all,51,-7.002705288335846,0.0009192543522293507,1.0974055941290353
30yr TBA Eligible,0.7777777777777777,overall,all,51,-6.933689016627346,0.000984872100664439,1.1753056857673405
30yr TBA Eligible,0.8282828282828283,overall,all,51,-6.86248880246066,0.001057473115103045,1.2614289809681885
30yr TBA Eligible,0.8787878787878789,overall,all,51,-6.789062456188111,0.001137947221112582,1.3568093492845619
30yr TBA Eligible,0.9292929292929291,overall,all,51,-6.71336778816202,0.0012273150400387608,1.4626293529628243
30yr TBA Eligible,0.9797979797979797,overall,all,51,-6.635362608734703,0.0013267495333547784,1.5802438808306678
30yr TBA Eligible,1.0303030303030303,overall,all,51,-6.555004728258488,0.0014376014447277702,1.7112078113059235
30yr TBA Eligible,1.0808080808080809,overall,all,51,-6.4722519570856925,0.0015614294031637106,1.8573084170082244
30yr TBA Eligible,1.131313131313131,overall,all,51,-6.387062105568634,0.0017000356103075529,2.0206033470013276
30yr TBA Eligible,1.1818181818181817,overall,all,51,-6.299392984059642,0.0018555082299135707,2.2034651644247987
30yr TBA Eligible,1.2323232323232323,overall,all,51,-6.20920240291103,0.002030271835713483,2.4086335779324464
30yr TBA Eligible,1.2828282828282829,overall,all,51,-6.11644817247512,0.0022271475653096373,2.6392766844893485
30yr TBA Eligible,1.3333333333333335,overall,all,51,-6.021088103104236,0.002449424984493605,2.899062736180877
30yr TBA Eligible,1.3838383838383836,overall,all,51,-5.923080005150697,0.002700948103488414,3.1922441489032214
30yr TBA Eligible,1.4343434343434343,overall,all,51,-5.822381688966827,0.0029862185223239746,3.523755674975494
30yr TBA Eligible,1.4848484848484849,overall,all,51,-5.718950964904942,0.0033105193391579925,3.8993288455004915
30yr TBA Eligible,1.5353535353535355,overall,all,51,-5.612745643317366,0.003680064259828475,4.325624919963026
30yr TBA Eligible,1.5858585858585856,overall,all,51,-5.50372353455642,0.004102177331685028,4.8103886098450195
30yr TBA Eligible,1.6363636363636362,overall,all,51,-5.391842448974421,0.004585509928314711,5.362624692507768
30yr TBA Eligible,1.6868686868686869,overall,all,51,-5.2770601969236965,0.005140303079233001,5.992799184371941
30yr TBA Eligible,1.7373737373737375,overall,all,51,-5.159334588756561,0.005778705021551344,6.713065825389205
30yr TBA Eligible,1.7878787878787876,overall,all,51,-5.038623434825341,0.006515156006212855,7.5375169879881705
30yr TBA Eligible,1.8383838383838382,overall,all,51,-4.914884545482355,0.007366854979670813,8.48245540309286
30yr TBA Eligible,1.8888888888888888,overall,all,51,-4.788075731079923,0.008354325840346843,9.566678789667062
30yr TBA Eligible,1.9393939393939394,overall,all,51,-4.658154801970367,0.009502104582527522,10.81176289520006
30yr TBA Eligible,1.9898989898989896,overall,all,51,-4.525079568506008,0.0108395728026026,12.242318695550647
30yr TBA Eligible,2.0404040404040407,overall,all,51,-4.388807841039165,0.01240196770733563,13.88618542166247
30yr TBA Eligible,2.090909090909091,overall,all,51,-4.249297429922164,0.014231603775936427,15.774501342267094
30yr TBA Eligible,2.141414141414141,overall,all,51,-4.106506145507322,0.016379346246302596,17.941567469748847
30yr TBA Eligible,2.191919191919192,overall,all,51,-3.9603917981469596,0.018906380976117444,20.424384572754885
30yr TBA Eligible,2.242424242424242,overall,all,51,-3.810912198193399,0.02188632784394627,23.261701258435398
